geoid,name,state,pop,zone,zoneName,zonePlaces,zoneRank,zonePercentile,structuralZoneRank,mechanismScore,structuralScore,historicalPersistenceScore,valuationGap,confidence,flowContradiction,tags
3040075,Kalispell city,MT,26830,312,"Kalispell, MT",35,3,,5,-0.223,-0.22,-0.264,-1.991,high,0,
1983685,West Burlington city,IA,3184,135,"Burlington, IA--IL",35,1,,3,0.817,-0.11,-0.536,0.089,high,0,
1732434,Hamilton city,IL,2738,135,"Burlington, IA--IL",35,2,,14,0.178,-0.717,-0.548,0.458,high,0,
1909550,Burlington city,IA,23800,135,"Burlington, IA--IL",35,3,,5,0.04,-0.406,-0.517,0.594,high,0,
2135020,Hartford city,KY,2653,215,"Owensboro, KY",22,1,,2,0.836,0.064,-0.328,0.505,high,0,
2158620,Owensboro city,KY,60112,215,"Owensboro, KY",22,2,,3,0.647,0.055,-0.414,-0.029,high,0,
2104654,Beaver Dam city,KY,3526,215,"Owensboro, KY",22,3,,4,0.422,0.027,-0.348,0.431,high,0,
5605245,Bar Nunn town,WY,2980,562,"Casper, WY",13,1,,4,0.779,-0.856,-0.834,-0.573,high,0,
5625765,Evansville town,WY,2766,562,"Casper, WY",13,2,,8,0.606,-1.164,-0.83,-1.291,high,0,
5621125,Douglas city,WY,6400,562,"Casper, WY",13,3,,7,0.551,-1.159,-0.192,-1.219,high,0,
2149368,Madisonville city,KY,19442,211,"Henderson, KY",25,1,,4,0.043,-0.247,-0.454,0.196,high,0,
2135866,Henderson city,KY,27994,211,"Henderson, KY",25,2,,7,-0.018,-0.489,-0.403,-0.769,high,0,
2123824,Eddyville city,KY,2945,211,"Henderson, KY",25,3,,6,-0.225,-0.328,-0.266,-0.643,medium,0,Government Hub
5129744,Fredericksburg city,VA,28383,531,"Fredericksburg, VA",18,1,,6,0.659,1.292,-0.11,0.475,high,0,
5118400,Colonial Beach town,VA,3930,531,"Fredericksburg, VA",18,2,,15,0.57,0.377,0.718,-0.681,high,0,Government Hub; Military Anchor; Amenity Destination
5142568,King George CDP,VA,4833,531,"Fredericksburg, VA",18,3,,10,0.565,0.584,-0.06,0.017,high,0,Government Hub
4716920,Cookeville city,TN,35544,470,"Cookeville, TN",21,1,,1,0.427,0.226,-0.177,-0.884,high,0,Knowledge Center
4749760,Monterey town,TN,2751,470,"Cookeville, TN",21,2,,12,0.044,-0.665,1.585,-1.805,high,0,
4700640,Algood city,TN,4002,470,"Cookeville, TN",21,3,,2,-0.085,-0.085,0.228,-1.309,high,0,
4835492,Huntington city,TX,4022,477,"Lufkin, TX",22,1,,6,0.804,-0.409,-0.346,-0.275,high,0,
4845072,Lufkin city,TX,34158,477,"Lufkin, TX",22,2,,3,0.715,-0.314,0.313,-0.241,high,0,
4820308,Diboll city,TX,4531,477,"Lufkin, TX",22,3,,1,0.681,-0.122,0.804,0.148,high,1,
1311560,Brunswick city,GA,15248,97,"Brunswick--St. Simons, GA",19,1,,4,-0.448,-0.263,0.865,-1.697,high,0,
1380956,Waycross city,GA,13813,97,"Brunswick--St. Simons, GA",19,2,,18,-0.785,-1.102,0.281,-1.178,high,0,
1308284,Blackshear city,GA,3562,97,"Brunswick--St. Simons, GA",19,3,,13,-1.013,-0.766,0.441,-1.799,high,0,
3126910,Lexington city,NE,10693,332,"Kearney, NE",35,1,,3,0.891,-0.279,2.714,0.017,high,0,
3125055,Kearney city,NE,34024,332,"Kearney, NE",35,2,,2,0.679,-0.036,-0.815,-0.299,high,0,
3132340,Minden city,NE,3020,332,"Kearney, NE",35,3,,10,0.374,-0.702,-0.754,-0.175,high,0,
2814260,Cleveland city,MS,10855,280,"Greenville, MS",28,1,,4,0.702,-0.327,-0.275,-0.144,high,1,
2834740,Indianola city,MS,9360,280,"Greenville, MS",28,2,,8,0.386,-0.617,-0.572,0.116,high,0,
2864200,Ruleville city,MS,2859,280,"Greenville, MS",28,3,,11,-0.085,-0.677,-0.638,0.062,high,0,
5486812,White Sulphur Springs city,WV,2646,548,"Beckley, WV",50,1,,3,0.455,0.035,-0.339,-0.178,high,0,
5460028,Oak Hill city,WV,8057,548,"Beckley, WV",50,2,,16,0.262,-0.458,-0.161,-0.071,high,0,
5446636,Lewisburg city,WV,3871,548,"Beckley, WV",50,3,,2,-0.179,1.157,-0.695,0.422,high,0,
5322080,Ephrata city,WA,8493,539,"Moses Lake, WA",22,1,,11,0.539,-0.277,0.17,-0.685,high,0,
5352215,Othello city,WA,8699,539,"Moses Lake, WA",22,2,,2,0.435,0.235,1.523,-0.391,high,0,
5347245,Moses Lake city,WA,25594,539,"Moses Lake, WA",22,3,,7,0.433,-0.236,-0.035,-0.84,high,0,
4139700,Klamath Falls city,OR,21879,50,"Klamath Falls--Altamont, OR",31,1,,4,0.211,-0.217,0.521,-1.298,high,0,
0601444,Alturas city,CA,2703,50,"Klamath Falls--Altamont, OR",31,2,,19,-0.063,-1.037,1.274,-0.726,high,0,
0686944,Yreka city,CA,7832,50,"Klamath Falls--Altamont, OR",31,3,,13,-0.241,-0.632,0.555,-1.582,high,0,Government Hub
1752142,New Baden village,IL,3493,131,"Centralia, IL",43,1,,2,0.887,0.555,-0.119,1.191,high,0,
1775991,Trenton city,IL,2673,131,"Centralia, IL",43,2,,3,0.835,0.467,-0.957,1.326,high,0,
1711228,Carlyle city,IL,3134,131,"Centralia, IL",43,3,,7,0.821,0.047,-0.97,1.167,high,1,
2962912,Rolla city,MO,20144,297,"Fort Leonard Wood--St. Robert--Waynesville, MO",15,1,,2,0.709,0.412,-0.369,-0.341,high,0,Knowledge Center; Regional Service Center
2965144,St. Robert city,MO,5327,297,"Fort Leonard Wood--St. Robert--Waynesville, MO",15,2,,4,0.704,0.021,-0.161,0.005,high,0,Military Anchor
2977992,Waynesville city,MO,5422,297,"Fort Leonard Wood--St. Robert--Waynesville, MO",15,3,,3,0.688,0.188,-0.332,0.533,high,0,Government Hub; Military Anchor
4004450,Bartlesville city,OK,37559,182,"Bartlesville, OK",25,1,,1,0.385,-0.086,-0.73,0.361,high,0,
4052900,Nowata city,OK,3522,182,"Bartlesville, OK",25,2,,3,-0.483,-0.494,-0.531,-0.421,high,0,
2033875,Independence city,KS,8469,182,"Bartlesville, OK",25,3,,5,-0.666,-0.691,-0.632,0.328,high,0,
0473420,Thatcher town,AZ,5354,17,"Safford, AZ",38,1,,6,0.622,-0.315,-0.139,-0.604,high,0,
0462000,Safford city,AZ,10217,17,"Safford, AZ",38,2,,13,0.566,-0.782,-0.283,-1.022,high,0,
0455560,Pima town,AZ,2910,17,"Safford, AZ",38,3,,21,0.436,-1.026,-0.433,-0.748,high,0,
3611671,Calcium CDP,NY,3245,367,"Watertown, NY",36,1,,1,0.765,0.749,-0.674,0.982,medium,1,Knowledge Center; Military Anchor
3678608,Watertown city,NY,24574,367,"Watertown, NY",36,2,,12,0.413,-0.186,-0.23,-0.293,high,0,
3612683,Carthage village,NY,3546,367,"Watertown, NY",36,3,,31,0.323,-0.726,-0.228,-0.513,high,0,Military Anchor
2803620,Batesville city,MS,7432,283,"Oxford, MS",25,1,,10,0.639,-0.462,-0.325,-0.625,high,0,
2854840,Oxford city,MS,26086,283,"Oxford, MS",25,2,,2,0.58,0.561,-0.735,-0.613,high,0,Knowledge Center; Regional Service Center; Amenity Destination
2878000,Water Valley city,MS,3380,283,"Oxford, MS",25,3,,7,0.439,-0.301,-0.338,-0.298,high,0,
2705068,Bemidji city,MN,15490,257,"Brainerd, MN",38,1,,9,0.746,-0.194,-0.56,-0.246,high,0,Knowledge Center
2707516,Breezy Point city,MN,2647,257,"Brainerd, MN",38,2,,6,0.646,-0.012,1.335,-0.434,high,0,Amenity Destination
2704042,Baxter city,MN,8804,257,"Brainerd, MN",38,3,,7,0.225,-0.077,-0.453,-0.668,high,0,
2744242,Morris city,MN,5092,268,"Alexandria, MN",45,1,,2,0.827,0.025,-0.269,0.357,high,0,Knowledge Center
2700928,Alexandria city,MN,14579,268,"Alexandria, MN",45,2,,5,0.46,-0.413,-0.601,-0.824,high,0,
2724074,Glenwood city,MN,2648,268,"Alexandria, MN",45,3,,6,0.399,-0.425,-0.283,-1.045,high,0,
2430900,Frostburg city,MD,7025,231,"Cumberland, MD--WV--PA",47,1,,3,0.883,0.778,-0.688,0.968,high,1,Knowledge Center
5462956,Petersburg city,WV,3172,231,"Cumberland, MD--WV--PA",47,2,,31,-0.003,-0.697,-0.415,-0.758,high,0,
2421325,Cumberland city,MD,18938,231,"Cumberland, MD--WV--PA",47,3,,18,-0.772,-0.351,-0.054,-0.019,high,0,
5320155,East Wenatchee city,WA,14114,540,"Wenatchee, WA",13,1,,5,0.217,-0.173,0.668,-1.182,high,0,
5311615,Chelan city,WA,4314,540,"Wenatchee, WA",13,2,,7,0.201,-0.29,1.571,-1.693,high,0,Amenity Destination
5377105,Wenatchee city,WA,35502,540,"Wenatchee, WA",13,3,,2,0.096,0.256,0.776,-1.006,high,0,
5105336,Bealeton CDP,VA,5193,533,"Warrenton--New Baltimore, VA",15,1,,7,0.622,0.623,0.63,0.102,high,0,
5149656,Marshall CDP,VA,3213,533,"Warrenton--New Baltimore, VA",15,2,,4,0.609,0.885,2.488,-0.354,high,0,
5120752,Culpeper town,VA,20437,533,"Warrenton--New Baltimore, VA",15,3,,6,0.574,0.85,0.967,0.326,high,0,
4023950,Enid city,OK,50821,412,"Enid, OK",21,1,,6,0.667,-0.529,-0.138,0.638,high,0,
4001800,Alva city,OK,5009,412,"Enid, OK",21,2,,7,0.589,-0.693,-0.619,0.131,high,1,Knowledge Center
4025100,Fairview city,OK,2699,412,"Enid, OK",21,3,,14,-0.502,-1.183,-0.174,-0.247,high,0,
1524950,Kalaheo CDP,HI,4612,588,"Kapaa, HI",22,1,,9,-0.94,-0.434,1.385,-2.408,medium,0,
4821904,Early city,TX,3159,490,"Brownwood, TX",16,1,,3,0.784,-0.556,-0.435,-0.47,high,0,
4870208,Stephenville city,TX,21345,490,"Brownwood, TX",16,2,,1,0.64,0.172,-0.513,-0.724,high,0,Knowledge Center
4821484,Dublin city,TX,3404,490,"Brownwood, TX",16,3,,2,0.194,-0.485,1.706,-1.327,high,0,
2956272,Park Hills city,MO,8667,300,"Farmington, MO",30,1,,10,0.601,-0.474,-0.265,-0.066,high,0,
2907102,Bonne Terre city,MO,6773,300,"Farmington, MO",30,2,,8,-0.075,-0.353,-0.25,-0.952,medium,0,
2923752,Farmington city,MO,17999,300,"Farmington, MO",30,3,,5,-0.145,-0.157,-0.007,-0.734,high,0,
3853380,Minot city,ND,47922,389,"Minot, ND",19,1,,3,0.764,-0.614,-0.823,-0.453,high,0,Military Anchor
3268550,Spring Creek CDP,NV,14967,341,"Elko, NV",18,1,,5,0.62,-1.301,-0.686,-1.352,high,0,
3284800,Winnemucca city,NV,8391,341,"Elko, NV",18,2,,1,0.6,-0.933,0.06,-1.208,high,0,
3204900,Battle Mountain CDP,NV,3957,341,"Elko, NV",18,3,,10,0.546,-1.958,0.309,-1.876,high,0,Government Hub
2656860,Negaunee city,MI,4641,241,"Marquette, MI",16,1,,10,0.671,-0.792,-0.544,-0.448,high,0,
2651900,Marquette city,MI,20691,241,"Marquette, MI",16,2,,2,0.635,0.106,-0.759,-0.687,high,0,Knowledge Center
2632300,Gladstone city,MI,5240,241,"Marquette, MI",16,3,,8,0.474,-0.719,-0.289,-0.516,high,0,
4081000,Wilburton city,OK,2861,421,"McAlester, OK",34,1,,18,0.627,-0.965,0.076,-0.856,high,1,
4060350,Poteau city,OK,8903,421,"McAlester, OK",34,2,,4,0.544,-0.623,0.205,-0.558,high,0,
4044800,McAlester city,OK,18098,421,"McAlester, OK",34,3,,2,0.333,-0.517,0.18,-0.128,high,0,
3745640,Murfreesboro town,NC,2814,375,"Roanoke Rapids, NC",37,1,,3,0.778,0.36,0.323,0.978,high,0,Knowledge Center
5173904,South Hill town,VA,4737,375,"Roanoke Rapids, NC",37,2,,4,0.42,0.182,0.087,0.322,high,0,
3756900,Roanoke Rapids city,NC,15024,375,"Roanoke Rapids, NC",37,3,,9,0.401,-0.098,-0.168,0.971,high,0,
0543820,Manila city,AR,3675,37,"Blytheville, AR",27,1,,5,0.282,-0.721,-0.975,-0.233,high,0,
2911692,Caruthersville city,MO,5426,37,"Blytheville, AR",27,2,,3,-0.139,-0.561,0.08,0.182,high,0,
2938306,Kennett city,MO,10236,37,"Blytheville, AR",27,3,,4,-0.152,-0.646,-0.528,0.635,high,0,
4238688,Kane borough,PA,3573,445,"Bradford, PA--NY",35,1,,4,0.833,-0.055,-0.646,0.992,high,1,
4282160,Wellsboro borough,PA,3445,445,"Bradford, PA--NY",35,2,,2,0.745,0.469,-0.396,0.46,high,0,
4247080,Mansfield borough,PA,3014,445,"Bradford, PA--NY",35,3,,3,0.471,0.164,-0.915,-0.46,high,0,Knowledge Center
4048000,Miami city,OK,12960,417,"Miami, OK",35,1,,8,0.69,-0.332,-0.258,0.274,high,1,
4037650,Jay city,OK,2724,417,"Miami, OK",35,2,,15,-0.025,-0.462,-0.2,-1.521,high,0,
4031600,Grove city,OK,7101,417,"Miami, OK",35,3,,5,-0.128,-0.211,-0.509,-0.846,high,0,
4607580,Brookings city,SD,23710,454,"Brookings, SD",22,1,,1,0.736,0.35,-0.697,-0.218,high,0,Knowledge Center; Regional Service Center
4669300,Watertown city,SD,22859,454,"Brookings, SD",22,2,,10,0.301,-0.872,-0.417,-1.387,high,0,
1329528,Fitzgerald city,GA,8962,94,"Tifton, GA",20,1,,9,0.498,-0.844,-0.008,-0.771,high,0,
1376476,Tifton city,GA,17140,94,"Tifton, GA",20,2,,1,0.481,-0.284,-0.082,-0.697,high,0,
1319616,Cordele city,GA,10107,94,"Tifton, GA",20,3,,6,0.438,-0.738,-0.084,-1.038,high,0,
0524430,Forrest City city,AR,12826,20,"Helena-West Helena, AR",27,1,,6,0.338,-0.595,0.445,0.36,high,0,
0577090,Wynne city,AR,8220,20,"Helena-West Helena, AR",27,2,,3,0.308,-0.511,-0.023,-0.386,high,0,
0567490,Stuttgart city,AR,8060,20,"Helena-West Helena, AR",27,3,,11,-0.173,-0.964,-0.63,0.196,high,0,
1811836,Centerville town,IN,2748,152,"Richmond, IN--OH",14,1,,5,0.649,-0.001,-0.207,-0.095,high,0,
1864260,Richmond city,IN,35551,152,"Richmond, IN--OH",14,2,,3,0.195,0.112,-0.546,0.385,high,0,
1814932,Connersville city,IN,13241,152,"Richmond, IN--OH",14,3,,12,-0.3,-0.374,-0.686,-0.151,high,0,
0556990,Pottsville city,AR,3201,35,"Russellville, AR",17,1,,3,0.772,-0.394,-0.309,-0.094,high,0,
0502590,Atkins city,AR,2877,35,"Russellville, AR",17,2,,9,0.742,-0.701,-0.445,-0.242,high,0,
0561670,Russellville city,AR,29057,35,"Russellville, AR",17,3,,1,0.633,-0.04,-0.212,-0.337,high,0,
0563020,Searcy city,AR,23115,34,"Searcy, AR",24,1,,1,0.677,0.203,-0.687,-0.001,high,0,Knowledge Center
0503280,Bald Knob city,AR,2545,34,"Searcy, AR",24,2,,14,0.44,-1,-0.475,-0.713,high,0,
0504600,Beebe city,AR,8580,34,"Searcy, AR",24,3,,7,0.16,-0.583,-0.381,-0.552,high,0,
5355365,Port Angeles city,WA,20087,541,"Sequim, WA",16,1,,7,-0.141,0.277,0.299,-1.09,high,0,
5324810,Forks city,WA,3413,541,"Sequim, WA",16,2,,15,-0.483,-1.038,1.464,-2.348,high,0,Government Hub
5355645,Port Ludlow CDP,WA,2979,541,"Sequim, WA",16,3,,1,-1.248,1.044,-0.364,-0.233,high,0,Government Hub
1325300,East Dublin city,GA,2712,104,"Dublin, GA",22,1,,14,0.675,-0.885,0.39,-0.746,high,0,
1379388,Vidalia city,GA,10762,104,"Dublin, GA",22,2,,4,0.553,-0.359,-0.218,-0.153,high,0,
1324376,Dublin city,GA,16023,104,"Dublin, GA",22,3,,3,0.082,-0.215,-0.184,-0.68,high,0,
0273070,Sterling CDP,AK,6776,569,"Kenai, AK",24,1,,7,0.753,-0.751,-0.095,-0.329,high,0,Amenity Destination
0238420,Kenai city,AK,7562,569,"Kenai, AK",24,2,,5,0.57,-0.655,-0.112,-0.871,high,0,
0268560,Seward city,AK,2735,569,"Kenai, AK",24,3,,2,0.401,-0.366,1.43,-0.889,medium,0,Government Hub
3565210,Ruidoso village,NM,7701,355,"Alamogordo, NM",14,1,,5,0.634,-0.462,2.135,-1.661,high,0,Amenity Destination
3565280,Ruidoso Downs city,NM,2629,355,"Alamogordo, NM",14,2,,9,0.046,-0.677,1.75,-1.982,high,0,Amenity Destination
3501780,Alamogordo city,NM,31063,355,"Alamogordo, NM",14,3,,4,-0.107,-0.245,0.303,-0.56,high,0,Military Anchor
3902736,Athens city,OH,23211,399,"Athens, OH",30,1,,1,0.91,1.6,-0.671,0.545,medium,0,Knowledge Center; Regional Service Center
3953886,Nelsonville city,OH,3816,399,"Athens, OH",30,2,,20,-0.156,-0.511,-0.744,0.1,high,0,Knowledge Center
3929204,Gallipolis village,OH,3352,399,"Athens, OH",30,3,,8,-0.217,-0.051,-0.765,0.271,high,0,
2062700,Salina city,KS,46432,190,"Salina, KS",13,1,,2,0.7,-0.165,-0.403,0.42,high,0,
2020500,Ellsworth city,KS,3098,190,"Salina, KS",13,2,,4,-0.188,-0.361,-0.303,0.731,medium,0,Government Hub
5563250,Platteville city,WI,11421,157,"Platteville, WI",38,1,,1,0.865,0.658,-0.809,-0.186,high,0,Knowledge Center; Regional Service Center
5525600,Fennimore city,WI,2762,157,"Platteville, WI",38,2,,3,0.846,-0.068,-0.722,0.368,high,0,
5542250,Lancaster city,WI,3916,157,"Platteville, WI",38,3,,8,0.771,-0.524,-0.83,0.225,high,1,
5108152,Bluefield town,VA,5016,529,"Bluefield, WV--VA",31,1,,2,0.654,0.117,-0.294,0.864,high,0,
5177792,Tazewell town,VA,4419,529,"Bluefield, WV--VA",31,2,,8,-0.063,-0.656,0.743,-0.958,high,0,
5408524,Bluefield city,WV,9511,529,"Bluefield, WV--VA",31,3,,5,-0.259,-0.257,-0.41,0.257,high,0,
2278470,Vidalia town,LA,3938,225,"Natchez, MS--LA",19,1,,6,-0.604,-0.762,-0.214,-0.147,high,0,
2850440,Natchez city,MS,14207,225,"Natchez, MS--LA",19,2,,5,-0.717,-0.761,0.119,-0.676,high,0,
2876720,Vicksburg city,MS,20944,225,"Natchez, MS--LA",19,3,,8,-1.063,-0.789,-0.248,-0.62,high,0,
1351492,Milledgeville city,GA,16873,91,"Milledgeville, GA",21,1,,3,0.497,0.197,0.141,-0.715,medium,0,Knowledge Center; Regional Service Center
1349196,Madison city,GA,4714,91,"Milledgeville, GA",21,2,,5,0.37,0.056,-0.908,-0.647,high,0,
1368208,Sandersville city,GA,5673,91,"Milledgeville, GA",21,3,,11,-0.023,-0.604,0.186,-0.375,high,0,
3985792,Wilmington city,OH,12637,403,"Washington Court House, OH",20,1,,3,0.523,0.136,-0.679,-0.423,high,0,
3981718,Washington Court House city,OH,14406,403,"Washington Court House, OH",20,2,,6,0.494,-0.202,-0.63,-0.34,high,0,
3906908,Blanchester village,OH,4681,403,"Washington Court House, OH",20,3,,4,0.393,-0.053,0.034,-0.897,high,0,
1833392,Hidden Valley CDP,IN,5625,149,"Greendale--Lawrenceburg--Hidden Valley, IN--OH",19,1,,1,0.84,0.429,-0.576,0.641,high,0,
1807624,Bright CDP,IN,5735,149,"Greendale--Lawrenceburg--Hidden Valley, IN--OH",19,2,,3,0.83,0.372,-0.842,0.72,high,0,
2113024,Carrollton city,KY,3894,149,"Greendale--Lawrenceburg--Hidden Valley, IN--OH",19,3,,16,0.817,-0.739,-0.138,-0.197,high,0,
5567350,Rice Lake city,WI,9030,552,"Rice Lake, WI",38,1,,7,0.402,-0.189,-0.45,-0.706,high,0,
5560450,Osceola village,WI,2818,552,"Rice Lake, WI",38,2,,3,0.395,0,-0.983,-0.868,high,0,
5504875,Barron city,WI,3689,552,"Rice Lake, WI",38,3,,15,-0.393,-0.487,-0.016,-0.746,high,0,
1928515,Fort Dodge city,IA,24788,164,"Fort Dodge, IA",33,1,,2,0.619,-0.339,-0.372,0.822,high,0,
1937560,Humboldt city,IA,4761,164,"Fort Dodge, IA",33,2,,8,0.485,-0.565,-0.622,0.236,high,0,
1901135,Algona city,IA,5414,164,"Fort Dodge, IA",33,3,,13,-0.161,-0.722,-0.3,-0.553,high,0,
3151840,Wayne city,NE,6055,325,"Norfolk, NE",25,1,,1,0.822,0.613,-0.328,0.331,high,0,Knowledge Center
3134615,Norfolk city,NE,25962,325,"Norfolk, NE",25,2,,7,0.56,-0.452,-0.23,-0.594,high,0,
2160852,Pikeville city,KY,7560,216,"Pikeville, KY",50,1,,6,0.736,0.197,0.214,0.267,high,0,Knowledge Center
2162940,Prestonsburg city,KY,3823,216,"Pikeville, KY",50,2,,15,0.049,-0.524,1.073,-1.211,high,0,
2147854,Louisa city,KY,2645,216,"Pikeville, KY",50,3,,25,-0.764,-0.798,-0.337,-0.881,high,0,
4142600,Lincoln City city,OR,9890,437,"Newport, OR",27,1,,11,0.344,0.279,2.258,-1.417,high,0,Amenity Destination
4173700,Tillamook city,OR,5229,437,"Newport, OR",27,2,,14,-0.064,0.103,1.75,-1.403,high,0,
4174000,Toledo city,OR,3547,437,"Newport, OR",27,3,,21,-0.386,-0.525,-0.202,-1.839,high,0,
5562175,Peshtigo city,WI,3404,251,"Marinette--Menominee, WI--MI",22,1,,1,0.365,-0.576,-0.877,-0.374,high,0,
2643300,Kingsford city,MI,5138,251,"Marinette--Menominee, WI--MI",22,2,,6,0.295,-0.922,-0.385,-0.072,high,0,
2659220,Norway city,MI,2835,251,"Marinette--Menominee, WI--MI",22,3,,3,0.148,-0.694,-0.278,-0.437,high,0,
5633740,Green River city,WY,11679,561,"Rock Springs, WY",15,1,,3,0.551,-1.112,-0.434,-0.925,high,0,
5667235,Rock Springs city,WY,23229,561,"Rock Springs, WY",15,2,,2,0.368,-1.082,-0.221,-1.23,high,0,
5663900,Rawlins city,WY,8217,561,"Rock Springs, WY",15,3,,10,-0.743,-1.735,0.342,-1.169,high,0,Government Hub
0122216,East Brewton city,AL,3325,11,"Andalusia, AL",19,1,,4,0.584,-0.933,0.056,0.329,high,0,
0150192,Monroeville city,AL,5875,11,"Andalusia, AL",19,2,,9,-0.856,-1.253,0.229,-1.644,high,0,
0109208,Brewton city,AL,5232,11,"Andalusia, AL",19,3,,7,-1.328,-1.082,-0.786,-0.636,high,0,
2116750,Columbia city,KY,4842,199,"Bardstown, KY",15,1,,2,0.63,0.05,0.132,-0.159,high,0,Knowledge Center
2112160,Campbellsville city,KY,11523,199,"Bardstown, KY",15,2,,1,0.539,0.076,-0.402,-0.254,high,0,
2103628,Bardstown city,KY,13673,199,"Bardstown, KY",15,3,,3,0.405,-0.036,-0.595,-0.644,high,0,
4850256,Nacogdoches city,TX,32104,511,"Nacogdoches, TX",16,1,,1,0.676,0.068,-0.111,-0.74,high,0,Knowledge Center
4813732,Center city,TX,5198,511,"Nacogdoches, TX",16,2,,9,0.162,-0.971,0.694,-1.113,high,0,
2771734,Worthington city,MN,13792,266,"Worthington, MN",26,1,,2,0.76,-0.137,1.973,-0.119,high,0,
2731562,Jackson city,MN,3298,266,"Worthington, MN",26,2,,9,0.342,-0.454,-0.533,-0.346,high,0,
2770798,Windom city,MN,4786,266,"Worthington, MN",26,3,,10,-0.132,-0.508,-0.52,0.242,high,0,
1959475,Orange City city,IA,6312,171,"Sioux Center, IA",27,1,,2,0.795,0.24,-0.859,0.231,high,0,Knowledge Center
1935265,Hawarden city,IA,2674,171,"Sioux Center, IA",27,2,,3,0.767,-0.188,0.17,0.518,high,0,
1973290,Sioux Center city,IA,8335,171,"Sioux Center, IA",27,3,,1,0.731,0.585,-0.491,0.523,high,0,Knowledge Center
4079450,Weatherford city,OK,12014,414,"Weatherford, OK",17,1,,1,0.693,0.127,-0.619,-0.208,high,0,Knowledge Center
4015400,Clinton city,OK,8461,414,"Weatherford, OK",17,2,,3,-0.108,-0.745,-0.243,0.641,high,0,
4023500,Elk City city,OK,11406,414,"Weatherford, OK",17,3,,12,-0.578,-1.485,-0.482,-1.223,high,0,
3715880,Cullowhee CDP,NC,7300,106,"Waynesville, NC",22,1,,4,0.783,0.662,-0.213,-1.656,medium,0,Knowledge Center
3736480,Lake Junaluska CDP,NC,2903,106,"Waynesville, NC",22,2,,3,0.544,0.776,0.751,-0.033,high,0,Government Hub; Amenity Destination
3766500,Sylva town,NC,2600,106,"Waynesville, NC",22,3,,7,-0.02,0.464,0.646,-1.04,high,0,
3338420,Jaffrey CDP,NH,2885,344,"Keene, NH",16,1,,11,0.668,-0.021,-0.859,-0.226,high,0,
3339300,Keene city,NH,22923,344,"Keene, NH",16,2,,5,0.63,0.501,-0.849,0.203,high,0,
5007975,Brattleboro CDP,VT,7793,344,"Keene, NH",16,3,,4,-0.429,0.609,-0.68,-0.636,high,0,
3883860,Watford City city,ND,6016,321,"Williston, ND",13,1,,4,0.621,-1.283,-0.954,-1.457,high,0,
3886220,Williston city,ND,27964,321,"Williston, ND",13,2,,2,0.108,-1.244,-0.756,-1.468,high,0,
3067900,Sidney city,MT,6235,321,"Williston, ND",13,3,,7,-0.197,-1.656,-0.299,-1.864,high,0,
0504030,Batesville city,AR,11385,33,"Batesville, AR",27,1,,1,0.695,-0.407,0.022,-0.031,high,0,
0513450,Cherokee Village city,AR,5078,33,"Batesville, AR",27,2,,17,-0.738,-1.074,0.269,-1.351,high,0,Amenity Destination
0547540,Mountain View city,AR,2890,33,"Batesville, AR",27,3,,7,-1.479,-0.735,1.29,-2.142,medium,0,
1237775,Lake City city,FL,12404,82,"Lake City, FL",15,1,,1,0.402,0.082,0.337,-0.543,high,0,
1242425,Madison city,FL,2960,82,"Lake City, FL",15,2,,14,0.141,-0.955,-0.495,-1.966,high,0,
1240875,Live Oak city,FL,6901,82,"Lake City, FL",15,3,,11,-0.452,-0.837,0.011,-1.263,high,0,
5130208,Galax city,VA,6698,371,"Marion, VA",24,1,,9,-0.562,-0.634,0.72,-0.825,high,0,
5149464,Marion town,VA,5694,371,"Marion, VA",24,2,,7,-0.616,-0.455,-0.314,-0.727,high,0,
5188000,Wytheville town,VA,8224,371,"Marion, VA",24,3,,3,-0.655,-0.175,-0.022,-0.726,high,0,
3144035,Schuyler city,NE,6517,329,"Columbus, NE",20,1,,2,0.887,-0.156,2.789,0.416,high,0,
3112315,David City city,NE,3013,329,"Columbus, NE",20,2,,1,0.832,0.028,-0.851,0.574,high,0,
3110110,Columbus city,NE,24188,329,"Columbus, NE",20,3,,4,0.625,-0.522,0.145,-0.611,high,0,
4172950,The Dalles city,OR,15973,434,"The Dalles, OR",20,1,,5,-0.045,-0.078,0.879,-1.071,high,0,
4134900,Hood River city,OR,8360,434,"The Dalles, OR",20,2,,2,-0.376,0.291,0.727,-1.496,high,0,
5327435,Goldendale city,WA,3458,434,"The Dalles, OR",20,3,,11,-1.04,-0.507,-0.028,-1.925,high,0,
4833008,Hebbronville CDP,TX,4324,489,"Alice, TX",15,1,,10,0.611,-1.214,-0.142,-0.083,high,1,
4801852,Alice city,TX,17797,489,"Alice, TX",15,2,,4,0.56,-0.747,-0.001,-0.52,high,1,
4865180,San Diego city,TX,3795,489,"Alice, TX",15,3,,13,-0.181,-1.408,-0.065,-0.152,high,0,
1879208,Vincennes city,IN,16676,133,"Vincennes, IN",18,1,,1,0.26,-0.515,-0.491,-0.224,high,0,
1805176,Bicknell city,IN,2879,133,"Vincennes, IN",18,2,,11,0.051,-0.726,-0.569,0.443,high,0,
1742405,Lawrenceville city,IL,4241,133,"Vincennes, IN",18,3,,9,-0.705,-0.653,-0.262,0.64,high,0,
